paises;quantidade_kg;valor;categorias;ano
Montenegro;-;-;Vinhos de mesa;2014
Noruega;-;-;Vinhos de mesa;2014
Nova Zelândia;52.265;403.597;Vinhos de mesa;2014
Paises Baixos (Holanda);-;-;Vinhos de mesa;2014
Panamá;-;-;Vinhos de mesa;2014
Peru;17.861;84.084;Vinhos de mesa;2014
Porto Rico;-;-;Vinhos de mesa;2014
Portugal;24.108.787;64.795.326;Vinhos de mesa;2014
Reino Unido;1.655;19.595;Vinhos de mesa;2014
Republica Dominicana;-;-;Vinhos de mesa;2014
Romênia;47.715;99.616;Vinhos de mesa;2014
Rússia;-;-;Vinhos de mesa;2014
San Marino;-;-;Vinhos de mesa;2014
Sérvia;-;-;Vinhos de mesa;2014
Síria;1.094;5.187;Vinhos de mesa;2014
Suíça;-;-;Vinhos de mesa;2014
Tcheca, República;4.950;12.044;Vinhos de mesa;2014
Tunísia;-;-;Vinhos de mesa;2014
Turquia;22.087;38.817;Vinhos de mesa;2014
Ucrânia;-;-;Vinhos de mesa;2014
Uruguai;3.394.161;9.867.675;Vinhos de mesa;2014
Não consta na tabela;-;-;Vinhos de mesa;2014
Não declarados;-;-;Vinhos de mesa;2014
Outros;-;-;Vinhos de mesa;2014
Total;147.600.655;431.979.112;Vinhos de mesa;2014
Africa do Sul;9.882;64.582;Espumantes;2014
Alemanha;12.447;26.877;Espumantes;2014
Argentina;1.333.420;4.123.623;Espumantes;2014
Austrália;-;-;Espumantes;2014
Austria;-;-;Espumantes;2014
Bermudas;5;67;Espumantes;2014
Bahamas;-;-;Espumantes;2014
Bélgica;-;-;Espumantes;2014
Brasil;-;-;Espumantes;2014
Bulgaria;976;1.535;Espumantes;2014
Canada;54;1.017;Espumantes;2014
Chile;342.625;959.421;Espumantes;2014
Croácia;-;-;Espumantes;2014
Cuba;-;-;Espumantes;2014
Emirados Arabes Unidos;-;-;Espumantes;2014
Eslovênia;803;2.982;Espumantes;2014
Espanha;2.236.061;5.668.798;Espumantes;2014
Estados Unidos;181;2.053;Espumantes;2014
França;1.268.840;13.164.535;Espumantes;2014
Geórgia;915;2.325;Espumantes;2014
Grecia;92;366;Espumantes;2014
Hong Kong;-;-;Espumantes;2014
Hungria;2.090;3.828;Espumantes;2014
Indonesia;-;-;Espumantes;2014
Irlanda;-;-;Espumantes;2014
Israel;-;-;Espumantes;2014
Itália;1.169.909;3.356.633;Espumantes;2014
Luxemburgo;-;-;Espumantes;2014
Mexico;-;-;Espumantes;2014
Moldávia;2.892;3.713;Espumantes;2014
Nova Zelândia;270;3.114;Espumantes;2014
Paises Baixos;-;-;Espumantes;2014
Panama;-;-;Espumantes;2014
Peru;-;-;Espumantes;2014
Portugal;103.443;391.952;Espumantes;2014
Reino Unido;-;-;Espumantes;2014
Romenia;1.914;5.007;Espumantes;2014
Suíça;-;-;Espumantes;2014
Tunisia;-;-;Espumantes;2014
Ucrânia;1.330;1.616;Espumantes;2014
Uruguai;1.206;5.579;Espumantes;2014
Não consta na tabela;-;-;Espumantes;2014
Não declarados;-;-;Espumantes;2014
Outros;-;-;Espumantes;2014
Total;6.489.355;27.789.623;Espumantes;2014
Argélia;-;-;Uvas frescas;2014
Argentina;771.187;1.053.519;Uvas frescas;2014
Brasil;-;-;Uvas frescas;2014
Chile;6.536.258;9.640.996;Uvas frescas;2014
Colômbia;-;-;Uvas frescas;2014
Egito;27.760;53.709;Uvas frescas;2014
Espanha;-;-;Uvas frescas;2014
Estados Unidos;-;-;Uvas frescas;2014
Grécia;-;-;Uvas frescas;2014
Itália;-;-;Uvas frescas;2014
México;414.622;902.301;Uvas frescas;2014
Peru;-;-;Uvas frescas;2014
Paraguai;-;-;Uvas frescas;2014
Portugal;-;-;Uvas frescas;2014
Panamá;-;-;Uvas frescas;2014
Reino Unido;-;-;Uvas frescas;2014
Uruguai;-;-;Uvas frescas;2014
Venezuela;-;-;Uvas frescas;2014
Não consta na tabela;-;-;Uvas frescas;2014
Outros;-;-;Uvas frescas;2014
Total;7.749.827;11.650.525;Uvas frescas;2014
Afeganistão;-;-;Uvas passas;2014
África do Sul;657.826;1.266.633;Uvas passas;2014
Alemanha, República Democrática;-;-;Uvas passas;2014
Arábia Saudita;-;-;Uvas passas;2014
Argentina;20.829.418;35.659.325;Uvas passas;2014
Austrália;-;-;Uvas passas;2014
Bélgica;-;-;Uvas passas;2014
Chile;3.584.100;5.524.707;Uvas passas;2014
China;-;-;Uvas passas;2014
China Continental;-;-;Uvas passas;2014
Cingapura;-;-;Uvas passas;2014
Costa Rica;49.000;95.550;Uvas passas;2014
Emirados;-;-;Uvas passas;2014
Espanha;-;-;Uvas passas;2014
Estados Unidos;115.517;380.380;Uvas passas;2014
França;-;-;Uvas passas;2014
Grécia;-;-;Uvas passas;2014
Guiana Britânica;-;-;Uvas passas;2014
Índia;2.767.840;2.568.914;Uvas passas;2014
Irã;403.000;948.438;Uvas passas;2014
Itália;-;-;Uvas passas;2014
Japão;-;-;Uvas passas;2014
México;-;-;Uvas passas;2014
Países Baixos;-;-;Uvas passas;2014
Paraguai;-;-;Uvas passas;2014
Peru;-;-;Uvas passas;2014
Portugal;-;-;Uvas passas;2014
Reino Unido;-;-;Uvas passas;2014
Suécia;-;-;Uvas passas;2014
Turquia;1.477.000;2.602.207;Uvas passas;2014
Uruguai;-;-;Uvas passas;2014
Uzbequistão;132.000;165.492;Uvas passas;2014
Venezuela;-;-;Uvas passas;2014
Não consta na tabela;-;-;Uvas passas;2014
Outros;-;-;Uvas passas;2014
Total;30.015.701;49.211.646;Uvas passas;2014
Africa do Sul;-;-;Suco de uva;2014
Alemanha;-;-;Suco de uva;2014
Argentina;-;-;Suco de uva;2014
Austria;-;-;Suco de uva;2014
Canadá;-;-;Suco de uva;2014
Coreia do Sul, República;-;-;Suco de uva;2014
Coreia do Norte, República;-;-;Suco de uva;2014
Chile;-;-;Suco de uva;2014
China;-;-;Suco de uva;2014
Dinamarca;-;-;Suco de uva;2014
Espanha;-;-;Suco de uva;2014
Estados Unidos;29.414;16.781;Suco de uva;2014
França;-;-;Suco de uva;2014
Guiana;-;-;Suco de uva;2014
Israel;-;-;Suco de uva;2014
itália;-;-;Suco de uva;2014
Japão;-;-;Suco de uva;2014
Líbano;-;-;Suco de uva;2014
México;-;-;Suco de uva;2014
Países Baixos;-;-;Suco de uva;2014
Panamá;-;-;Suco de uva;2014
Peru;-;-;Suco de uva;2014
Portugal;-;-;Suco de uva;2014
Reino Unido;-;-;Suco de uva;2014
Taiwan;-;-;Suco de uva;2014
Turquia;-;-;Suco de uva;2014
Uruguai;-;-;Suco de uva;2014
Venezuela;-;-;Suco de uva;2014
Outros;-;-;Suco de uva;2014
Total;29.414;16.781;Suco de uva;2014
Africa do Sul;738.116;2.266.827;Vinhos de mesa;2015
Alemanha;92.600;438.595;Vinhos de mesa;2015
Argélia;-;-;Vinhos de mesa;2015
Arábia Saudita;-;-;Vinhos de mesa;2015
Argentina;27.980.574;87.519.642;Vinhos de mesa;2015
Armênia;2.385;13.668;Vinhos de mesa;2015
Austrália;579.279;1.590.059;Vinhos de mesa;2015
Áustria;7.403;53.974;Vinhos de mesa;2015
Bermudas;1;4;Vinhos de mesa;2015
Bélgica;-;-;Vinhos de mesa;2015
Bolívia;-;-;Vinhos de mesa;2015
Bósnia-Herzegovina;-;-;Vinhos de mesa;2015
Brasil;1;5;Vinhos de mesa;2015
Bulgária;29.929;43.221;Vinhos de mesa;2015
Canada;884;11.607;Vinhos de mesa;2015
Chile;68.881.232;184.335.335;Vinhos de mesa;2015
China;-;-;Vinhos de mesa;2015
Coreia do Sul, República;-;-;Vinhos de mesa;2015
Croácia;887;35.563;Vinhos de mesa;2015
Emirados Árabes Unidos;-;-;Vinhos de mesa;2015
Eslovênia;31.509;127.726;Vinhos de mesa;2015
Eslováquia;-;-;Vinhos de mesa;2015
Espanha;6.487.047;17.187.749;Vinhos de mesa;2015
Estados Unidos;393.211;3.023.220;Vinhos de mesa;2015
França;4.911.903;25.955.232;Vinhos de mesa;2015
Geórgia;12.506;26.983;Vinhos de mesa;2015
Geórgia do Sul e Sandwich do Sul, Ilhas;1.788;2.797;Vinhos de mesa;2015
Grécia;45.440;148.515;Vinhos de mesa;2015
Hong Kong;-;-;Vinhos de mesa;2015
Hungria;29.260;160.168;Vinhos de mesa;2015
Indonesia;-;-;Vinhos de mesa;2015
Irlanda;-;-;Vinhos de mesa;2015
Israel;19.589;82.489;Vinhos de mesa;2015
Itália;9.622.119;33.330.465;Vinhos de mesa;2015
Japão;-;-;Vinhos de mesa;2015
Iugoslavia;-;-;Vinhos de mesa;2015
Líbano;30.149;182.548;Vinhos de mesa;2015
Luxemburgo;-;-;Vinhos de mesa;2015
Macedônia;-;-;Vinhos de mesa;2015
Marrocos;13.932;46.497;Vinhos de mesa;2015
México;-;-;Vinhos de mesa;2015
Moldávia;38.336;70.282;Vinhos de mesa;2015
Montenegro;-;-;Vinhos de mesa;2015
Noruega;-;-;Vinhos de mesa;2015
Nova Zelândia;52.265;403.597;Vinhos de mesa;2015
Paises Baixos (Holanda);-;-;Vinhos de mesa;2015
Panamá;-;-;Vinhos de mesa;2015
Peru;17.861;84.084;Vinhos de mesa;2015
Porto Rico;-;-;Vinhos de mesa;2015
Portugal;24.108.787;64.795.326;Vinhos de mesa;2015
Reino Unido;1.655;19.595;Vinhos de mesa;2015
Republica Dominicana;-;-;Vinhos de mesa;2015
Romênia;47.715;99.616;Vinhos de mesa;2015
Rússia;-;-;Vinhos de mesa;2015
San Marino;-;-;Vinhos de mesa;2015
Sérvia;-;-;Vinhos de mesa;2015
Síria;1.094;5.187;Vinhos de mesa;2015
Suíça;-;-;Vinhos de mesa;2015
Tcheca, República;4.950;12.044;Vinhos de mesa;2015
Tunísia;-;-;Vinhos de mesa;2015
Turquia;22.087;38.817;Vinhos de mesa;2015
Ucrânia;-;-;Vinhos de mesa;2015
Uruguai;3.394.161;9.867.675;Vinhos de mesa;2015
Não consta na tabela;-;-;Vinhos de mesa;2015
Não declarados;-;-;Vinhos de mesa;2015
Outros;-;-;Vinhos de mesa;2015
Total;147.600.655;431.979.112;Vinhos de mesa;2015
Africa do Sul;9.882;64.582;Espumantes;2015
Alemanha;12.447;26.877;Espumantes;2015
Argentina;1.333.420;4.123.623;Espumantes;2015
Austrália;-;-;Espumantes;2015
Austria;-;-;Espumantes;2015
Bermudas;5;67;Espumantes;2015
Bahamas;-;-;Espumantes;2015
Bélgica;-;-;Espumantes;2015
Brasil;-;-;Espumantes;2015
Bulgaria;976;1.535;Espumantes;2015
Canada;54;1.017;Espumantes;2015
Chile;342.625;959.421;Espumantes;2015
Croácia;-;-;Espumantes;2015
Cuba;-;-;Espumantes;2015
Emirados Arabes Unidos;-;-;Espumantes;2015
Eslovênia;803;2.982;Espumantes;2015
Espanha;2.236.061;5.668.798;Espumantes;2015
Estados Unidos;181;2.053;Espumantes;2015
França;1.268.840;13.164.535;Espumantes;2015
Geórgia;915;2.325;Espumantes;2015
Grecia;92;366;Espumantes;2015
Hong Kong;-;-;Espumantes;2015
Hungria;2.090;3.828;Espumantes;2015
Indonesia;-;-;Espumantes;2015
Irlanda;-;-;Espumantes;2015
Israel;-;-;Espumantes;2015
Itália;1.169.909;3.356.633;Espumantes;2015
Luxemburgo;-;-;Espumantes;2015
Mexico;-;-;Espumantes;2015
Moldávia;2.892;3.713;Espumantes;2015
Nova Zelândia;270;3.114;Espumantes;2015
Paises Baixos;-;-;Espumantes;2015
Panama;-;-;Espumantes;2015
Peru;-;-;Espumantes;2015
Portugal;103.443;391.952;Espumantes;2015
Reino Unido;-;-;Espumantes;2015
Romenia;1.914;5.007;Espumantes;2015
Suíça;-;-;Espumantes;2015
Tunisia;-;-;Espumantes;2015
Ucrânia;1.330;1.616;Espumantes;2015
Uruguai;1.206;5.579;Espumantes;2015
Não consta na tabela;-;-;Espumantes;2015
Não declarados;-;-;Espumantes;2015
Outros;-;-;Espumantes;2015
Total;6.489.355;27.789.623;Espumantes;2015
Argélia;-;-;Uvas frescas;2015
Argentina;771.187;1.053.519;Uvas frescas;2015
Brasil;-;-;Uvas frescas;2015
Chile;6.536.258;9.640.996;Uvas frescas;2015
Colômbia;-;-;Uvas frescas;2015
Egito;27.760;53.709;Uvas frescas;2015
Espanha;-;-;Uvas frescas;2015
Estados Unidos;-;-;Uvas frescas;2015
Grécia;-;-;Uvas frescas;2015
Itália;-;-;Uvas frescas;2015
México;414.622;902.301;Uvas frescas;2015
Peru;-;-;Uvas frescas;2015
Paraguai;-;-;Uvas frescas;2015
Portugal;-;-;Uvas frescas;2015
Panamá;-;-;Uvas frescas;2015
Reino Unido;-;-;Uvas frescas;2015
Uruguai;-;-;Uvas frescas;2015
Venezuela;-;-;Uvas frescas;2015
Não consta na tabela;-;-;Uvas frescas;2015
Outros;-;-;Uvas frescas;2015
Total;7.749.827;11.650.525;Uvas frescas;2015
Afeganistão;-;-;Uvas passas;2015
África do Sul;657.826;1.266.633;Uvas passas;2015
Alemanha, República Democrática;-;-;Uvas passas;2015
Arábia Saudita;-;-;Uvas passas;2015
Argentina;20.829.418;35.659.325;Uvas passas;2015
Austrália;-;-;Uvas passas;2015
Bélgica;-;-;Uvas passas;2015
Chile;3.584.100;5.524.707;Uvas passas;2015
China;-;-;Uvas passas;2015
China Continental;-;-;Uvas passas;2015
Cingapura;-;-;Uvas passas;2015
Costa Rica;49.000;95.550;Uvas passas;2015
Emirados;-;-;Uvas passas;2015
Espanha;-;-;Uvas passas;2015
Estados Unidos;115.517;380.380;Uvas passas;2015
França;-;-;Uvas passas;2015
Grécia;-;-;Uvas passas;2015
Guiana Britânica;-;-;Uvas passas;2015
Índia;2.767.840;2.568.914;Uvas passas;2015
Irã;403.000;948.438;Uvas passas;2015
Itália;-;-;Uvas passas;2015
Japão;-;-;Uvas passas;2015
México;-;-;Uvas passas;2015
Países Baixos;-;-;Uvas passas;2015
Paraguai;-;-;Uvas passas;2015
Peru;-;-;Uvas passas;2015
Portugal;-;-;Uvas passas;2015
Reino Unido;-;-;Uvas passas;2015
Suécia;-;-;Uvas passas;2015
Turquia;1.477.000;2.602.207;Uvas passas;2015
Uruguai;-;-;Uvas passas;2015
Uzbequistão;132.000;165.492;Uvas passas;2015
Venezuela;-;-;Uvas passas;2015
Não consta na tabela;-;-;Uvas passas;2015
Outros;-;-;Uvas passas;2015
Total;30.015.701;49.211.646;Uvas passas;2015
Africa do Sul;-;-;Suco de uva;2015
Alemanha;-;-;Suco de uva;2015
Argentina;-;-;Suco de uva;2015
Austria;-;-;Suco de uva;2015
Canadá;-;-;Suco de uva;2015
Coreia do Sul, República;-;-;Suco de uva;2015
Coreia do Norte, República;-;-;Suco de uva;2015
Chile;-;-;Suco de uva;2015
China;-;-;Suco de uva;2015
Dinamarca;-;-;Suco de uva;2015
Espanha;-;-;Suco de uva;2015
Estados Unidos;29.414;16.781;Suco de uva;2015
França;-;-;Suco de uva;2015
Guiana;-;-;Suco de uva;2015
Israel;-;-;Suco de uva;2015
itália;-;-;Suco de uva;2015
Japão;-;-;Suco de uva;2015
Líbano;-;-;Suco de uva;2015
México;-;-;Suco de uva;2015
Países Baixos;-;-;Suco de uva;2015
Panamá;-;-;Suco de uva;2015
Peru;-;-;Suco de uva;2015
Portugal;-;-;Suco de uva;2015
Reino Unido;-;-;Suco de uva;2015
Taiwan;-;-;Suco de uva;2015
Turquia;-;-;Suco de uva;2015
Uruguai;-;-;Suco de uva;2015
Venezuela;-;-;Suco de uva;2015
Outros;-;-;Suco de uva;2015
Total;29.414;16.781;Suco de uva;2015
Africa do Sul;738.116;2.266.827;Vinhos de mesa;2016
Alemanha;92.600;438.595;Vinhos de mesa;2016
Argélia;-;-;Vinhos de mesa;2016
Arábia Saudita;-;-;Vinhos de mesa;2016
Argentina;27.980.574;87.519.642;Vinhos de mesa;2016
Armênia;2.385;13.668;Vinhos de mesa;2016
Austrália;579.279;1.590.059;Vinhos de mesa;2016
Áustria;7.403;53.974;Vinhos de mesa;2016
Bermudas;1;4;Vinhos de mesa;2016
Bélgica;-;-;Vinhos de mesa;2016
Bolívia;-;-;Vinhos de mesa;2016
Bósnia-Herzegovina;-;-;Vinhos de mesa;2016
Brasil;1;5;Vinhos de mesa;2016
Bulgária;29.929;43.221;Vinhos de mesa;2016
Canada;884;11.607;Vinhos de mesa;2016
Chile;68.881.232;184.335.335;Vinhos de mesa;2016
China;-;-;Vinhos de mesa;2016
Coreia do Sul, República;-;-;Vinhos de mesa;2016
Croácia;887;35.563;Vinhos de mesa;2016
Emirados Árabes Unidos;-;-;Vinhos de mesa;2016
Eslovênia;31.509;127.726;Vinhos de mesa;2016
Eslováquia;-;-;Vinhos de mesa;2016
Espanha;6.487.047;17.187.749;Vinhos de mesa;2016
Estados Unidos;393.211;3.023.220;Vinhos de mesa;2016
França;4.911.903;25.955.232;Vinhos de mesa;2016
Geórgia;12.506;26.983;Vinhos de mesa;2016
Geórgia do Sul e Sandwich do Sul, Ilhas;1.788;2.797;Vinhos de mesa;2016
Grécia;45.440;148.515;Vinhos de mesa;2016
Hong Kong;-;-;Vinhos de mesa;2016
Hungria;29.260;160.168;Vinhos de mesa;2016
Indonesia;-;-;Vinhos de mesa;2016
Irlanda;-;-;Vinhos de mesa;2016
Israel;19.589;82.489;Vinhos de mesa;2016
Itália;9.622.119;33.330.465;Vinhos de mesa;2016
Japão;-;-;Vinhos de mesa;2016
Iugoslavia;-;-;Vinhos de mesa;2016
Líbano;30.149;182.548;Vinhos de mesa;2016
Luxemburgo;-;-;Vinhos de mesa;2016
Macedônia;-;-;Vinhos de mesa;2016
Marrocos;13.932;46.497;Vinhos de mesa;2016
México;-;-;Vinhos de mesa;2016
Moldávia;38.336;70.282;Vinhos de mesa;2016
Montenegro;-;-;Vinhos de mesa;2016
Noruega;-;-;Vinhos de mesa;2016
Nova Zelândia;52.265;403.597;Vinhos de mesa;2016
Paises Baixos (Holanda);-;-;Vinhos de mesa;2016
Panamá;-;-;Vinhos de mesa;2016
Peru;17.861;84.084;Vinhos de mesa;2016
Porto Rico;-;-;Vinhos de mesa;2016
Portugal;24.108.787;64.795.326;Vinhos de mesa;2016
Reino Unido;1.655;19.595;Vinhos de mesa;2016
Republica Dominicana;-;-;Vinhos de mesa;2016
Romênia;47.715;99.616;Vinhos de mesa;2016
Rússia;-;-;Vinhos de mesa;2016
San Marino;-;-;Vinhos de mesa;2016
Sérvia;-;-;Vinhos de mesa;2016
Síria;1.094;5.187;Vinhos de mesa;2016
Suíça;-;-;Vinhos de mesa;2016
Tcheca, República;4.950;12.044;Vinhos de mesa;2016
Tunísia;-;-;Vinhos de mesa;2016
Turquia;22.087;38.817;Vinhos de mesa;2016
Ucrânia;-;-;Vinhos de mesa;2016
Uruguai;3.394.161;9.867.675;Vinhos de mesa;2016
Não consta na tabela;-;-;Vinhos de mesa;2016
Não declarados;-;-;Vinhos de mesa;2016
Outros;-;-;Vinhos de mesa;2016
Total;147.600.655;431.979.112;Vinhos de mesa;2016
Africa do Sul;9.882;64.582;Espumantes;2016
Alemanha;12.447;26.877;Espumantes;2016
Argentina;1.333.420;4.123.623;Espumantes;2016
Austrália;-;-;Espumantes;2016
Austria;-;-;Espumantes;2016
Bermudas;5;67;Espumantes;2016
Bahamas;-;-;Espumantes;2016
Bélgica;-;-;Espumantes;2016
Brasil;-;-;Espumantes;2016
Bulgaria;976;1.535;Espumantes;2016
Canada;54;1.017;Espumantes;2016
Chile;342.625;959.421;Espumantes;2016
Croácia;-;-;Espumantes;2016
Cuba;-;-;Espumantes;2016
Emirados Arabes Unidos;-;-;Espumantes;2016
Eslovênia;803;2.982;Espumantes;2016
Espanha;2.236.061;5.668.798;Espumantes;2016
Estados Unidos;181;2.053;Espumantes;2016
França;1.268.840;13.164.535;Espumantes;2016
Geórgia;915;2.325;Espumantes;2016
Grecia;92;366;Espumantes;2016
Hong Kong;-;-;Espumantes;2016
Hungria;2.090;3.828;Espumantes;2016
Indonesia;-;-;Espumantes;2016
Irlanda;-;-;Espumantes;2016
Israel;-;-;Espumantes;2016
Itália;1.169.909;3.356.633;Espumantes;2016
Luxemburgo;-;-;Espumantes;2016
Mexico;-;-;Espumantes;2016
Moldávia;2.892;3.713;Espumantes;2016
Nova Zelândia;270;3.114;Espumantes;2016
Paises Baixos;-;-;Espumantes;2016
Panama;-;-;Espumantes;2016
Peru;-;-;Espumantes;2016
Portugal;103.443;391.952;Espumantes;2016
Reino Unido;-;-;Espumantes;2016
Romenia;1.914;5.007;Espumantes;2016
Suíça;-;-;Espumantes;2016
Tunisia;-;-;Espumantes;2016
Ucrânia;1.330;1.616;Espumantes;2016
Uruguai;1.206;5.579;Espumantes;2016
Não consta na tabela;-;-;Espumantes;2016
Não declarados;-;-;Espumantes;2016
Outros;-;-;Espumantes;2016
Total;6.489.355;27.789.623;Espumantes;2016
Argélia;-;-;Uvas frescas;2016
Argentina;771.187;1.053.519;Uvas frescas;2016
Brasil;-;-;Uvas frescas;2016
Chile;6.536.258;9.640.996;Uvas frescas;2016
Colômbia;-;-;Uvas frescas;2016
Egito;27.760;53.709;Uvas frescas;2016
Espanha;-;-;Uvas frescas;2016
Estados Unidos;-;-;Uvas frescas;2016
Grécia;-;-;Uvas frescas;2016
Itália;-;-;Uvas frescas;2016
México;414.622;902.301;Uvas frescas;2016
Peru;-;-;Uvas frescas;2016
Paraguai;-;-;Uvas frescas;2016
Portugal;-;-;Uvas frescas;2016
Panamá;-;-;Uvas frescas;2016
Reino Unido;-;-;Uvas frescas;2016
Uruguai;-;-;Uvas frescas;2016
Venezuela;-;-;Uvas frescas;2016
Não consta na tabela;-;-;Uvas frescas;2016
Outros;-;-;Uvas frescas;2016
Total;7.749.827;11.650.525;Uvas frescas;2016
Afeganistão;-;-;Uvas passas;2016
África do Sul;657.826;1.266.633;Uvas passas;2016
Alemanha, República Democrática;-;-;Uvas passas;2016
Arábia Saudita;-;-;Uvas passas;2016
Argentina;20.829.418;35.659.325;Uvas passas;2016
Austrália;-;-;Uvas passas;2016
Bélgica;-;-;Uvas passas;2016
Chile;3.584.100;5.524.707;Uvas passas;2016
China;-;-;Uvas passas;2016
China Continental;-;-;Uvas passas;2016
Cingapura;-;-;Uvas passas;2016
Costa Rica;49.000;95.550;Uvas passas;2016
Emirados;-;-;Uvas passas;2016
Espanha;-;-;Uvas passas;2016
Estados Unidos;115.517;380.380;Uvas passas;2016
França;-;-;Uvas passas;2016
Grécia;-;-;Uvas passas;2016
Guiana Britânica;-;-;Uvas passas;2016
Índia;2.767.840;2.568.914;Uvas passas;2016
Irã;403.000;948.438;Uvas passas;2016
Itália;-;-;Uvas passas;2016
Japão;-;-;Uvas passas;2016
México;-;-;Uvas passas;2016
Países Baixos;-;-;Uvas passas;2016
Paraguai;-;-;Uvas passas;2016
Peru;-;-;Uvas passas;2016
Portugal;-;-;Uvas passas;2016
Reino Unido;-;-;Uvas passas;2016
Suécia;-;-;Uvas passas;2016
Turquia;1.477.000;2.602.207;Uvas passas;2016
Uruguai;-;-;Uvas passas;2016
Uzbequistão;132.000;165.492;Uvas passas;2016
Venezuela;-;-;Uvas passas;2016
Não consta na tabela;-;-;Uvas passas;2016
Outros;-;-;Uvas passas;2016
Total;30.015.701;49.211.646;Uvas passas;2016
Africa do Sul;-;-;Suco de uva;2016
Alemanha;-;-;Suco de uva;2016
Argentina;-;-;Suco de uva;2016
Austria;-;-;Suco de uva;2016
Canadá;-;-;Suco de uva;2016
Coreia do Sul, República;-;-;Suco de uva;2016
Coreia do Norte, República;-;-;Suco de uva;2016
Chile;-;-;Suco de uva;2016
China;-;-;Suco de uva;2016
Dinamarca;-;-;Suco de uva;2016
Espanha;-;-;Suco de uva;2016
Estados Unidos;29.414;16.781;Suco de uva;2016
França;-;-;Suco de uva;2016
Guiana;-;-;Suco de uva;2016
Israel;-;-;Suco de uva;2016
itália;-;-;Suco de uva;2016
Japão;-;-;Suco de uva;2016
Líbano;-;-;Suco de uva;2016
México;-;-;Suco de uva;2016
Países Baixos;-;-;Suco de uva;2016
Panamá;-;-;Suco de uva;2016
Peru;-;-;Suco de uva;2016
Portugal;-;-;Suco de uva;2016
Reino Unido;-;-;Suco de uva;2016
Taiwan;-;-;Suco de uva;2016
Turquia;-;-;Suco de uva;2016
Uruguai;-;-;Suco de uva;2016
Venezuela;-;-;Suco de uva;2016
Outros;-;-;Suco de uva;2016
Total;29.414;16.781;Suco de uva;2016
Africa do Sul;738.116;2.266.827;Vinhos de mesa;2017
Alemanha;92.600;438.595;Vinhos de mesa;2017
Argélia;-;-;Vinhos de mesa;2017
Arábia Saudita;-;-;Vinhos de mesa;2017
Argentina;27.980.574;87.519.642;Vinhos de mesa;2017
Armênia;2.385;13.668;Vinhos de mesa;2017
Austrália;579.279;1.590.059;Vinhos de mesa;2017
Áustria;7.403;53.974;Vinhos de mesa;2017
Bermudas;1;4;Vinhos de mesa;2017
Bélgica;-;-;Vinhos de mesa;2017
Bolívia;-;-;Vinhos de mesa;2017
Bósnia-Herzegovina;-;-;Vinhos de mesa;2017
Brasil;1;5;Vinhos de mesa;2017
Bulgária;29.929;43.221;Vinhos de mesa;2017
Canada;884;11.607;Vinhos de mesa;2017
Chile;68.881.232;184.335.335;Vinhos de mesa;2017
China;-;-;Vinhos de mesa;2017
Coreia do Sul, República;-;-;Vinhos de mesa;2017
Croácia;887;35.563;Vinhos de mesa;2017
Emirados Árabes Unidos;-;-;Vinhos de mesa;2017
Eslovênia;31.509;127.726;Vinhos de mesa;2017
Eslováquia;-;-;Vinhos de mesa;2017
Espanha;6.487.047;17.187.749;Vinhos de mesa;2017
Estados Unidos;393.211;3.023.220;Vinhos de mesa;2017
França;4.911.903;25.955.232;Vinhos de mesa;2017
Geórgia;12.506;26.983;Vinhos de mesa;2017
Geórgia do Sul e Sandwich do Sul, Ilhas;1.788;2.797;Vinhos de mesa;2017
Grécia;45.440;148.515;Vinhos de mesa;2017
Hong Kong;-;-;Vinhos de mesa;2017
Hungria;29.260;160.168;Vinhos de mesa;2017
Indonesia;-;-;Vinhos de mesa;2017
Irlanda;-;-;Vinhos de mesa;2017
Israel;19.589;82.489;Vinhos de mesa;2017
Itália;9.622.119;33.330.465;Vinhos de mesa;2017
Japão;-;-;Vinhos de mesa;2017
Iugoslavia;-;-;Vinhos de mesa;2017
Líbano;30.149;182.548;Vinhos de mesa;2017
Luxemburgo;-;-;Vinhos de mesa;2017
Macedônia;-;-;Vinhos de mesa;2017
Marrocos;13.932;46.497;Vinhos de mesa;2017
México;-;-;Vinhos de mesa;2017
Moldávia;38.336;70.282;Vinhos de mesa;2017
Montenegro;-;-;Vinhos de mesa;2017
Noruega;-;-;Vinhos de mesa;2017
Nova Zelândia;52.265;403.597;Vinhos de mesa;2017
Paises Baixos (Holanda);-;-;Vinhos de mesa;2017
Panamá;-;-;Vinhos de mesa;2017
Peru;17.861;84.084;Vinhos de mesa;2017
Porto Rico;-;-;Vinhos de mesa;2017
Portugal;24.108.787;64.795.326;Vinhos de mesa;2017
Reino Unido;1.655;19.595;Vinhos de mesa;2017
Republica Dominicana;-;-;Vinhos de mesa;2017
Romênia;47.715;99.616;Vinhos de mesa;2017
Rússia;-;-;Vinhos de mesa;2017
San Marino;-;-;Vinhos de mesa;2017
Sérvia;-;-;Vinhos de mesa;2017
Síria;1.094;5.187;Vinhos de mesa;2017
Suíça;-;-;Vinhos de mesa;2017
Tcheca, República;4.950;12.044;Vinhos de mesa;2017
Tunísia;-;-;Vinhos de mesa;2017
Turquia;22.087;38.817;Vinhos de mesa;2017
Ucrânia;-;-;Vinhos de mesa;2017
Uruguai;3.394.161;9.867.675;Vinhos de mesa;2017
Não consta na tabela;-;-;Vinhos de mesa;2017
